symbol,price,volume,market_cap,whale_movements,exchange_flow,active_addresses,tx_count,hash_rate,tvl,nvt,mvrv,sentiment
KDA,0.006,78220060.69,469320.3641,1343,11717477457.13,0,0,120000000,0,0.006,0.006,0.4926
KEEP,0.6251,5445440.0,3403944.544,245,8342718541.0,0,0,120000000,0,0.6251,0.6251,0.4926
KERNEL,0.0887,18561093.6,1646369.0023,224,13292170069.6,0,0,120000000,0,0.0887,0.0887,0.4926
KEY,0.0013,388130565.0,486327.5979,1906,1245353456908.0,0,0,120000000,0,0.0013,0.0013,0.4926
KITE,0.1011,91274394.9,9227841.3244,21,18522761384.4,849879.0,339.62,120000000,795397,0.1011,0.1011,0.4926
KMD,0.0163,8432348.0,137447.2724,1789,7890106319.69,0,0,120000000,0,0.0163,0.0163,0.4926
KMNO,0.0515,34068024.0,1754843.9162,202,11085223537.0,0,0,120000000,0,0.0515,0.0515,0.4926
KNC,0.2736,727317.6,198994.0954,1991,9164333050.824,0,0,120000000,0,0.2736,0.2736,0.4926
KP3R,16.48,7935.72,130780.6656,1091,31625265.52,0,0,120000000,0,16.48,16.48,0.4926
KSM,8.64,39685.601,342883.5926,1907,239441484.1199,0,0,120000000,0,8.64,8.64,0.4926
LA,0.3824,4264217.6,1630636.8102,138,3067801916.5,0,0,120000000,0,0.3824,0.3824,0.4926
LAYER,0.2407,49513731.28,11917955.1191,286,4518023589.7,0,0,120000000,0,0.2407,0.2407,0.4926
LAZIO,0.996,377640.88,376130.3165,1495,1969108590.98,0,0,120000000,0,0.996,0.996,0.4926
LDO,0.6301,6486152.15,4086924.4697,1295,16897687733.15,0,0,120000000,0,0.6301,0.6301,0.4926
LEVER,0.0002,1966072655.0,344062.7146,1088,3742159630254.0,34999246619.0928,281714,120000000,686540,0.0002,0.0002,0.4926
LINA,0.0003,506367904.0,170645.9836,1472,1025970432245.97,0,0,120000000,0,0.0003,0.0003,0.4926
LINEA,0.0103,676361503.0,7000341.556,75,196536699277.0,16701086045.26,31165378,120000000,129429424,0.0103,0.0103,0.4926
LINK,12.65,3495632.83,44219755.2995,2504,16110779388.824,0,0,120000000,0,12.65,12.65,0.4926
LISTA,0.1925,2689603.9,517748.7508,522,12298449533.1,255189111.9531124,8322884,120000000,42295466,0.1925,0.1925,0.4926
LOOM,0.0483,3806345.0,183884.5269,522,39620764539.0,0,0,120000000,0,0.0483,0.0483,0.1429
LPT,4.061,197309.88,801275.4227,1641,1038667293.24,0,0,120000000,0,4.061,4.061,0.4926
LQTY,0.432,430046.6,185780.1312,1000,4887524252.0,0,0,120000000,0,0.432,0.432,0.4926
LRC,0.0542,7092696.0,384424.1232,1991,55975886780.2,0,0,120000000,0,0.0542,0.0542,0.4926
LSK,0.192,19015505.3,3650977.0176,2118,3625128275.72,0,0,120000000,0,0.192,0.192,0.4926
LTC,83.8,296970.177,24886100.8326,2903,1916437030.1804,0,0,120000000,0,83.8,83.8,0.4926
LUMIA,0.134,3240572.0,434236.648,402,3526370396.35,75306824.97,1780348,120000000,8641332,0.134,0.134,0.4926
LUNA,0.073,43737081.58,3192806.9553,1904,449833242200.905,0,0,120000000,0,0.073,0.073,0.4926
LUNC,0.0,36697345495.59,998167.7975,1172,164744735999910.62,0,0,120000000,0,0.0,0.0,0.4926
MAGIC,0.1057,14275697.8,1508941.2575,1078,21512640316.6,317303042.2650915,33200309,120000000,35781788,0.1057,0.1057,0.4926
MANA,0.1662,6155406.0,1023028.4772,1936,60408599728.84,0,0,120000000,0,0.1662,0.1662,0.4926
MANTA,0.1166,36548008.9,4261497.8377,676,12728100455.1,0,0,120000000,0,0.1166,0.1166,0.4926
MASK,0.686,487037.5,334107.725,1644,6582410098.09,0,0,120000000,0,0.686,0.686,0.4926
MAV,0.031,688134708.0,21304650.5597,880,35204228940.0,0,0,120000000,0,0.031,0.031,0.4926
MBL,0.0012,1429488201.0,1698231.9828,2103,1498536325378.0,0,0,120000000,0,0.0012,0.0012,0.4926
MBOX,0.0372,57217775.8,2128501.2598,1558,27323551634.1,0,0,120000000,0,0.0372,0.0372,0.4926
MDT,0.0134,31645536.5,424683.0998,1998,164178303183.1,0,0,120000000,0,0.0134,0.0134,0.4926
MDX,0.0345,41269612.4,1423801.6278,1156,29483797528.89,0,0,120000000,0,0.0345,0.0345,0.4926
ME,0.368,1855387.63,682782.6478,349,1818377761.36,0,0,120000000,0,0.368,0.368,0.4926
MEME,0.0013,421124725.0,544935.3941,752,1762812065881.0,0,0,120000000,0,0.0013,0.0013,0.4926
MET,0.2877,49020170.0,14103102.909,11,922772526.2,0,0,120000000,0,0.2877,0.2877,0.4926
METIS,7.25,42340.809,306970.8653,623,77557851.808,0,0,120000000,0,7.25,7.25,0.4926
MINA,0.1075,17819276.7,1915572.2452,1567,21067015808.3,0,0,120000000,0,0.1075,0.1075,0.4926
MIR,0.1417,3857439.9,546522.085,618,6551226423.606,0,0,120000000,0,0.1417,0.1417,0.4926
MIRA,0.1713,7073535.1,1211696.5626,59,7991382136.3,0,0,120000000,0,0.1713,0.1713,0.4926
MITH,0.0034,177837146.9,613538.1568,1344,167065815622.9,0,0,120000000,0,0.0034,0.0034,0.4926
MITO,0.085,11496053.9,976819.6999,87,6330715405.7,77386085.38493334,82.47,120000000,18313041,0.085,0.085,0.4926
MLN,5.18,74195.815,384334.3217,1603,158519969.439,0,0,120000000,0,5.18,5.18,0.4926
MMT,0.3328,76444864.6,25440850.9389,20,4157910516.9,0,0,120000000,0,0.3328,0.3328,0.4926
MOB,0.0623,14620321.39,910846.0226,706,4714715959.03,0,0,120000000,0,0.0623,0.0623,0.4926
MORPHO,1.508,426591.24,643299.5899,52,1001782657.47,539988828.7885461,15039472,120000000,612909908,1.508,1.508,0.4926
MOVE,0.0508,52776677.0,2681055.1916,350,18181159013.8,0,0,120000000,0,0.0508,0.0508,0.4926
MOVR,3.085,282220.104,870649.0208,1477,469050681.344,0,0,120000000,0,3.085,3.085,0.4926
MTL,0.401,848733.1,340341.9731,2285,6706065161.74,0,0,120000000,0,0.401,0.401,0.4926
MUBARAK,0.0167,127304636.7,2128533.5256,242,76270724725.0,1000000000.0,6517460,120000000,16676772,0.0167,0.0167,0.4926
MULTI,0.834,831726.309,693659.7417,686,733492664.96,0,0,120000000,0,0.834,0.834,0.4926
NBS,0.0017,573961989.2,952776.9021,764,184545167797.8,0,0,120000000,0,0.0017,0.0017,0.4926
NBT,0.0025,468273.0,1180.048,547,1644004214.0,0,0,120000000,0,0.0025,0.0025,0.4926
NEAR,1.858,9505785.3,17661749.0874,1867,24028216219.26,1282393812.0,137004862,120000000,2126507775,1.858,1.858,0.4926
NEIRO,0.0001,22897232592.0,2741256.6859,434,44459457984285.0,999893450.361025,383251,120000000,284207,0.0001,0.0001,0.4926
NEO,4.195,351125.36,1472970.8852,2926,2146445898.342,70530000.0,10956814,120000000,287777638,4.195,4.195,0.4926
NEWT,0.1152,2836043.5,326712.2112,153,5051339230.8,21000000.0,8.55,120000000,25722,0.1152,0.1152,0.4926
NEXO,0.926,736460.01,681961.9693,1305,1815410451.93,1000000000.0,7063867,120000000,988983367,0.926,0.926,0.4926
NFP,0.0311,16133871.0,501763.3881,698,15725060687.0,0,0,120000000,0,0.0311,0.0311,0.4926
NIL,0.0933,35893975.9,3348907.9515,245,4415978102.7,0,0,120000000,0,0.0933,0.0933,0.4926
NKN,0.0139,14010567.0,194746.8813,2236,65246373199.8,795225827.7384043,1026220,120000000,10349363,0.0139,0.0139,0.4926
NMR,11.23,128715.77,1445478.0971,1923,315244796.54,0,0,120000000,0,11.23,11.23,0.4926
NOM,0.0119,138853974.0,1652362.2906,54,10857036653.0,0,0,120000000,0,0.0119,0.0119,0.4926
NOT,0.0006,843408282.0,476525.6793,557,3250931813036.0,0,0,120000000,0,0.0006,0.0006,0.4926
NTRN,0.0374,143313943.8,5359941.4981,776,9902138547.3,0,0,120000000,0,0.0374,0.0374,0.4926
NULS,0.0258,2419134.0,62413.6572,2460,13052533996.02,114241392.5822114,84.88,120000000,484839,0.0258,0.0258,0.4926
NXPC,0.481,11689162.6,5622487.2106,193,1566523235.0,0,0,120000000,0,0.481,0.481,0.4926
OAX,0.0358,6144089.0,219958.3862,628,10315383637.0,0,0,120000000,0,0.0358,0.0358,0.4926
OG,13.677,52736.7,721279.8459,1790,1747665006.097,0,0,120000000,0,13.677,13.677,0.4926
OGN,0.0361,3130831.0,113022.9991,2146,63971599319.22,0,0,120000000,0,0.0361,0.0361,0.4926
OM,0.0736,14614276.6,1075610.7578,1722,61486829828.71,0,0,120000000,0,0.0736,0.0736,0.4926
OMG,0.383,1448729.9,554863.5517,1903,7834889158.19,0,0,120000000,0,0.383,0.383,0.4926
ONDO,0.4784,8899354.0,4257450.9536,227,5317137471.4,0,0,120000000,0,0.4784,0.4784,0.4926
ONE,0.0042,141321165.4,589309.2597,2368,723943616006.0,0,0,120000000,0,0.0042,0.0042,0.4926
ONG,0.0954,8388073.0,800222.1642,2473,12888377253.92,432702173.3708448,2814697,120000000,38437601,0.0954,0.0954,0.4926
ONT,0.0725,3094063.0,224319.5675,2726,43055141154.404,0,0,120000000,0,0.0725,0.0725,0.4926
OP,0.3073,10777237.03,3311844.9393,1272,35232793794.41,0,0,120000000,0,0.3073,0.3073,0.4926
OPEN,0.2317,4173911.8,967095.3641,77,5399995814.6,0,0,120000000,0,0.2317,0.2317,0.4926
ORCA,1.092,163094.58,178099.2814,353,724883995.88,60157188.832375,6468842,120000000,68525833,1.092,1.092,0.4926
ORDI,3.921,450769.36,1767466.6606,748,1338081225.31,0,0,120000000,0,3.921,3.921,0.4926
OSMO,0.0827,1837211.15,151937.3621,1123,4451425194.62,0,0,120000000,0,0.0827,0.0827,0.4926
OXT,0.0291,3865044.0,112472.7804,1890,40022894624.94,0,0,120000000,0,0.0291,0.0291,0.4926
PARTI,0.0813,121974585.9,9916533.8337,244,8776844989.7,0,0,120000000,0,0.0813,0.0813,0.4926
PAXG,4045.31,3472.1528,14045934.4434,1226,4631224.7096,0,0,120000000,0,4045.31,4045.31,0.4926
PDA,0.0098,40299406.9,393725.2054,428,32352543076.7,0,0,120000000,0,0.0098,0.0098,0.4926
PENDLE,2.229,1419215.0,3163430.235,875,5031952077.4,164192080.2734184,22654935,120000000,359355922,2.229,2.229,0.4926
PENGU,0.0106,925168246.0,9773477.3507,342,1079215060401.0,0,0,120000000,0,0.0106,0.0106,0.4926
PEOPLE,0.0096,74043342.5,711556.5214,1432,862781429986.6,0,0,120000000,0,0.0096,0.0096,0.4926
PEPE,0.0,5570081643926.0,23394342.9045,934,2.767798590471495e+16,420690000000000.0,316612225,120000000,1856425379,0.0,0.0,0.4926
PERL,0.0046,119638224.5,550335.8327,1565,108110552332.52,0,0,120000000,0,0.0046,0.0046,0.4926
PERP,0.125,960465.13,120058.1413,1700,7304386137.105,0,0,120000000,0,0.125,0.125,0.4926
PHA,0.046,9699536.0,446178.656,1613,35540512109.0,818735394.5590799,6872623,120000000,33886306,0.046,0.046,0.4926
PHB,0.322,4378927.3,1410014.5906,1102,5488786651.4,0,0,120000000,0,0.322,0.322,0.4926
PIVX,0.2197,5718065.0,1256258.8805,739,4237348181.0,98959047.07221752,2005243,120000000,14990272,0.2197,0.2197,0.4926
PIXEL,0.0134,184604486.8,2468161.9885,644,59714426541.7,0,0,120000000,0,0.0134,0.0134,0.4926
PLUME,0.0243,53577550.0,1303541.7915,98,21800879580.0,3135813492.0,10776390,120000000,59025663,0.0243,0.0243,0.4926
PNT,0.035,19240631.0,673422.085,1382,11494954344.66,0,0,120000000,0,0.035,0.035,0.4926
PNUT,0.0826,19486775.3,1609607.6398,378,73397911615.3,100000000.0,12.68,120000000,28284,0.0826,0.0826,0.4926
POL,0.1362,30559579.8,4162214.7688,437,27099097816.6,0,0,120000000,0,0.1362,0.1362,0.4926
POLS,0.3079,219939.0,67719.2181,1161,2692341368.16,0,0,120000000,0,0.3079,0.3079,0.4926
POLYX,0.0645,8685861.4,560238.0603,1134,27729767348.4,0,0,120000000,0,0.0645,0.0645,0.4926
POND,0.0049,22408427.0,109353.1238,1721,291414093852.22,0,0,120000000,0,0.0049,0.0049,0.4926
PORTAL,0.0188,31141795.6,585465.7573,634,24111910060.9,0,0,120000000,0,0.0188,0.0188,0.4926
PORTO,1.018,135915.15,138361.6227,1469,1565563953.87,0,0,120000000,0,1.018,1.018,0.4926
POWR,0.0897,658606.0,59076.9582,1468,17645898943.0,0,0,120000000,0,0.0897,0.0897,0.4926
PROM,9.257,65316.72,604636.877,983,284541702.55,0,0,120000000,0,9.257,9.257,0.4926
PROS,0.0372,12584692.0,468150.5424,811,5316677645.0,0,0,120000000,0,0.0372,0.0372,0.4926
PROVE,0.469,2452131.1,1150049.4859,111,2581495859.0,0,0,120000000,0,0.469,0.469,0.4926
PSG,0.875,268945.64,235327.435,1799,956348924.717,0,0,120000000,0,0.875,0.875,0.4926
PUMP,0.0026,10587793876.0,27072988.9409,74,1465947186644.0,0,0,120000000,0,0.0026,0.0026,0.4926
PUNDIX,0.2453,1396226.5,342494.3604,1690,6961950638.833,0,0,120000000,0,0.2453,0.2453,0.4926
PYR,0.611,7833612.186,4786337.0456,1459,1714189805.205,0,0,120000000,0,0.611,0.611,0.4926
PYTH,0.0742,13529976.1,1003924.2266,661,31762761051.4,0,0,120000000,0,0.0742,0.0742,0.4926
QI,0.0038,35661485.0,136583.4875,1470,258337100147.0,0,0,120000000,0,0.0038,0.0038,0.4926
QKC,0.0043,38987662.0,168348.7245,983,128142239170.0,0,0,120000000,0,0.0043,0.0043,0.4926
QNT,78.45,25612.18,2009275.521,1579,83569706.738,0,0,120000000,0,78.45,78.45,0.4926
QTUM,1.565,185994.2,291080.923,2807,4602193766.366,105921648.0,61087345,120000000,163998789,1.565,1.565,0.4926
QUICK,0.0144,6977515.0,100406.4408,1561,38110498731.639,707855.6074960055,4472.79,120000000,8838446,0.0144,0.0144,0.4926
RAD,0.336,755597.0,253880.592,1509,3650638191.7,0,0,120000000,0,0.336,0.336,0.4926
RAMP,0.0524,15637030.0,819380.372,470,14540404169.9,410961782.0,875.93,120000000,12186621,0.0524,0.0524,0.4926
RARE,0.0257,76584008.9,1968209.0287,1505,60812430208.8,0,0,120000000,0,0.0257,0.0257,0.4926
RAY,1.055,3732161.6,3937430.488,1567,10668711963.6,0,0,120000000,0,1.055,1.055,0.4926
RDNT,0.0118,31939848.0,375612.6125,970,61807463957.0,0,0,120000000,0,0.0118,0.0118,0.4926
RED,0.2612,3236195.6,845294.2907,269,3051354496.0,0,0,120000000,0,0.2612,0.2612,0.4926
REEF,0.0007,1671056134.0,1149686.6202,1337,2023953024243.0,44512683848.46826,347504,120000000,7490119,0.0007,0.0007,0.4926
REI,0.0092,21379367.6,195621.2135,1300,88119753843.9,0,0,120000000,0,0.0092,0.0092,0.4926
REN,0.0427,8442680.0,360840.1432,1904,54523592809.6,0,0,120000000,0,0.0427,0.0427,0.4926
RENDER,1.744,1850401.83,3227100.7915,486,2287318685.38,0,0,120000000,0,1.744,1.744,0.4926
REP,4.73,33622.82,159035.9386,924,96454404.312,0,0,120000000,0,4.73,4.73,0.4926
REQ,0.1106,898057.0,99325.1042,1557,26101812724.0,0,0,120000000,0,0.1106,0.1106,0.4926
RESOLV,0.1264,49245601.4,6224644.017,166,10157700826.2,346274695.93140465,8065708,120000000,27402287,0.1264,0.1264,0.4926
REZ,0.0066,196001348.0,1295568.9103,573,162702343678.8,0,0,120000000,0,0.0066,0.0066,0.4926
RGT,14.44,3230.59,46649.7196,130,13846109.09,0,0,120000000,0,14.44,14.44,0.4926
RIF,0.0376,2478113.0,93177.0488,1782,35842471081.43,0,0,120000000,0,0.0376,0.0376,0.4926
RLC,0.722,374478.8,270373.6936,2202,4950939133.81,0,0,120000000,0,0.722,0.722,0.4926
ROSE,0.0158,113093859.0,1785752.0336,1831,271012275779.3,0,0,120000000,0,0.0158,0.0158,0.4926
RPL,2.57,102052.88,262275.9016,1041,187798051.31,0,0,120000000,0,2.57,2.57,0.4926
RSR,0.0033,241332517.0,788433.333,1915,2015764781816.4,0,0,120000000,0,0.0033,0.0033,0.4926
RUNE,0.629,1920127.9,1207760.4491,1907,21201272955.781,0,0,120000000,0,0.629,0.629,0.4926
RVN,0.0081,75776371.7,613030.8471,2252,377144789435.5,0,0,120000000,0,0.0081,0.0081,0.4926
S,0.1063,35773145.2,3802685.3348,312,26178006696.6,0,0,120000000,0,0.1063,0.1063,0.4926
SAGA,0.0891,54931162.9,4894366.6144,594,10781576974.6,0,0,120000000,0,0.0891,0.0891,0.4926
SAHARA,0.0773,18924546.0,1462678.1603,151,21535858464.0,0,0,120000000,0,0.0773,0.0773,0.4926
SAND,0.1544,6634651.0,1024390.1144,1928,97123368054.4,0,0,120000000,0,0.1544,0.1544,0.4926
SANTOS,1.813,1121801.32,2033825.7932,1454,1708871493.43,0,0,120000000,0,1.813,1.813,0.4926
SAPIEN,0.1264,17995077.7,2274577.8213,18,1917417202.3,0,0,120000000,0,0.1264,0.1264,0.4926
SC,0.0016,154090587.0,248548.1168,1967,1051219665663.0,0,0,120000000,0,0.0016,0.0016,0.4926
SCR,0.096,6036112.4,579466.7904,409,4996158532.1,0,0,120000000,0,0.096,0.096,0.4926
SCRT,0.1475,4168016.1,614782.3747,1403,6929139616.9,0,0,120000000,0,0.1475,0.1475,0.4926
SEI,0.1335,43811578.0,5848845.663,832,106102587032.6,0,0,120000000,0,0.1335,0.1335,0.4926
SFP,0.3129,736391.0,230416.7439,1750,13674384205.18,0,0,120000000,0,0.3129,0.3129,0.4926
SHELL,0.0686,8531564.1,585265.2973,270,8867984417.8,1000000000.0,12189.82,120000000,15806.17,0.0686,0.0686,0.4926
SHIB,0.0,647328741224.0,5198049.792,1659,1.3767484434186194e+16,0,0,120000000,0,0.0,0.0,0.4926
SIGN,0.0378,11624256.0,439513.1194,210,17710893616.0,0,0,120000000,0,0.0378,0.0378,0.4926
SKL,0.014,43322776.0,607818.5473,1819,159507139081.8,0,0,120000000,0,0.014,0.014,0.4926
SKY,0.0431,25324514.0,1090980.0631,68,5374183133.0,22915449726.07241,10141203,120000000,1316977471,0.0431,0.0431,0.4926
SLF,0.0208,87488277.7,1819756.1762,384,13276064029.9,0,0,120000000,0,0.0208,0.0208,0.4926
SLP,0.0009,654518848.0,606738.9721,1669,2601863225931.0,0,0,120000000,0,0.0009,0.0009,0.4926
SNT,0.0272,41296807.0,1123273.1504,699,45109875982.0,0,0,120000000,0,0.0272,0.0272,0.4926
SNX,0.614,5900127.9,3622678.5306,1964,6846570908.066,0,0,120000000,0,0.614,0.614,0.4926
SOL,132.56,2156324.747,285842408.4623,1931,8598260445.864,0,0,120000000,0,132.56,132.56,0.4926
SOLV,0.0163,44608433.0,728901.7952,311,67173449136.0,0,0,120000000,0,0.0163,0.0163,0.4926
SOMI,0.2621,7215410.1,1891158.9872,83,5358438481.4,0,0,120000000,0,0.2621,0.2621,0.4926
SOPH,0.0167,34440375.0,575843.07,180,24227460025.0,0,0,120000000,0,0.0167,0.0167,0.4926
SPELL,0.0003,3362807077.0,933515.2446,1431,7748264827169.0,0,0,120000000,0,0.0003,0.0003,0.4926
SPK,0.0296,34747459.0,1027273.8779,160,44506895579.0,0,0,120000000,0,0.0296,0.0296,0.4926
SRM,0.2444,991959.6,242454.7654,840,5753214477.7,0,0,120000000,0,0.2444,0.2444,0.4926
SSV,3.78,216322.178,817697.8328,1004,424671596.931,0,0,120000000,0,3.78,3.78,0.4926
STEEM,0.073,6196085.9,452314.2707,1312,12432497984.2,534174542.305,7544236,120000000,37849646,0.073,0.073,0.4926
STG,0.1154,1726259.0,199210.2886,1193,16662577433.3,0,0,120000000,0,0.1154,0.1154,0.4926
STMX,0.0046,309309333.0,1411997.1051,1720,988944971576.0,0,0,120000000,0,0.0046,0.0046,0.4926
STO,0.1211,1951214.1,236292.0275,206,9052516350.7,0,0,120000000,0,0.1211,0.1211,0.4926
STORJ,0.1516,3163072.0,479521.7152,1943,22238289370.59,143787438.7,5465979,120000000,20027300,0.1516,0.1516,0.4926
STORM,0.0034,76619584.0,260276.7268,287,28918061572.0,11000000000.0,12376.33,120000000,643253,0.0034,0.0034,0.4926
STRAX,0.024,148506229.0,3565634.5583,1825,29672876511.9,0,0,120000000,0,0.024,0.024,0.4926
STRK,0.1533,377087480.44,57807510.7515,643,37166037110.41,0,0,120000000,0,0.1533,0.1533,0.4926
STX,0.3128,2513141.8,786110.755,2222,23164809755.88,0,0,120000000,0,0.3128,0.3128,0.4926
SUI,1.3788,35749745.1,49291748.5439,936,60545155995.9,3736866360.651109,590769667,120000000,5997915934,1.3788,1.3788,0.4926
SUN,0.0213,94054960.0,2000548.9992,1887,644885881281.237,0,0,120000000,0,0.0213,0.0213,0.4926
SUPER,0.2036,28826730.0,5869122.228,1705,22041064308.364,0,0,120000000,0,0.2036,0.2036,0.8327
SUSD,0.996,166812.0,166144.752,494,181388552.1,0,0,120000000,0,0.996,0.996,0.4926
SUSHI,0.41,1861039.7,763026.277,1910,16061101662.886,273012266.12632084,13920097,120000000,88957467,0.41,0.41,0.4926
SXP,0.0918,5164523.1,474103.2206,1953,36579160764.564,0,0,120000000,0,0.0918,0.0918,0.4926
SXT,0.0353,22378890.5,789974.8346,200,11632754633.4,0,0,120000000,0,0.0353,0.0353,0.4926
SYN,0.0594,4855436.6,288412.934,1006,8384914167.4,0,0,120000000,0,0.0594,0.0594,0.4926
SYRUP,0.3141,13418889.8,4214873.2862,202,9116419925.0,1138689196.0585315,21072309,120000000,308375181,0.3141,0.3141,0.4926
SYS,0.0228,3961081.0,90431.4792,1522,26475793033.0,0,0,120000000,0,0.0228,0.0228,0.4926
T,0.0115,15859742.3,182069.8416,1368,164933938610.0,0,0,120000000,0,0.0115,0.0115,0.4926
TAO,298.0,100298.1523,29888849.3854,592,66520024.6948,0,0,120000000,0,298.0,298.0,0.4926
TFUEL,0.0207,17356974.0,358421.5131,2376,217016784741.2,0,0,120000000,0,0.0207,0.0207,0.4926
THE,0.1505,4247198.7,639203.4043,362,7822480518.8,0,0,120000000,0,0.1505,0.1505,0.4926
THETA,0.362,2655727.7,961373.4274,2420,22832177621.568,0,0,120000000,0,0.362,0.362,0.4926
TIA,0.62,8712767.81,5401916.0422,755,6362516448.83,208057292.65029177,547.08,120000000,1264033,0.62,0.62,0.8034
TKO,0.105,1491561.3,156613.9365,1692,10393320165.82,0,0,120000000,0,0.105,0.105,0.4926
TLM,0.0026,2008710806.0,5182473.8795,1686,421429513270.41,0,0,120000000,0,0.0026,0.0026,0.4926
TNSR,0.1625,811824468.9,131921476.1963,595,14201932246.3,0,0,120000000,0,0.1625,0.1625,0.4926
TON,1.51,5675411.81,8569871.8331,473,3809685242.39,0,0,120000000,0,1.51,1.51,0.4926
TORN,4.06,50527.52,205141.7312,565,119155045.94,0,0,120000000,0,4.06,4.06,0.1177
TOWNS,0.0081,25694928.0,208128.9168,111,47946761063.0,2109362819.0,7093172,120000000,15965428,0.0081,0.0081,0.4926
TRB,20.14,87784.194,1767973.6672,1913,468230154.446,0,0,120000000,0,20.14,20.14,0.4926
TREE,0.1373,3661272.0,502692.6456,118,5260577796.2,0,0,120000000,0,0.1373,0.1373,0.4926
TROY,0.0001,4844237434.0,334252.3829,1960,2403957348042.0,10000000000.0,46082,120000000,693081,0.0001,0.0001,0.4926
TRU,0.0125,30200123.0,377501.5375,1770,98981303824.27,0,0,120000000,0,0.0125,0.0125,0.4926
TRUMP,6.328,1524672.496,9648127.5547,309,3803329755.03,0,0,120000000,0,6.328,6.328,0.4926
TRX,0.2751,145469467.8,40018650.5918,2723,2591245675900.6,0,0,120000000,0,0.2751,0.2751,0.4926
TST,0.0155,313189740.0,4848177.1752,288,81383988542.4,0,0,120000000,0,0.0155,0.0155,0.4926
TURBO,0.0014,522194652.0,726372.7609,434,1225870330441.0,69000000000.0,45607892,120000000,144775122,0.0014,0.0014,0.4926
TURTLE,0.0783,19317340.5,1512547.7611,33,4561111728.2,0,0,120000000,0,0.0783,0.0783,0.4926
TUSD,0.997,293605.0,292724.185,2569,60176682096.59,0,0,120000000,0,0.997,0.997,0.4926
TUT,0.0154,122871584.0,1895908.5411,242,51666348798.0,0,0,120000000,0,0.0154,0.0154,0.4926
TWT,1.0782,1599863.0,1724972.2866,1762,15544185509.89,0,0,120000000,0,1.0782,1.0782,0.4926
UFT,0.0089,4486909.0,39933.4901,762,4160361439.0,0,0,120000000,0,0.0089,0.0089,0.4926
UMA,0.828,448768.0,371579.904,1902,2557818033.279,88973770.1253563,4461830,120000000,70870842,0.828,0.828,0.4926
UNFI,1.341,527960.7,707995.2987,1449,2424810801.207,0,0,120000000,0,1.341,1.341,0.4926
UNI,6.244,2595409.57,16205737.3551,1894,8732944906.803,1000000000.0,47.83,120000000,113289,6.244,6.244,0.4926
USD1,0.9993,5802046.0,5797984.5678,186,2795237516.0,0,0,120000000,0,0.9993,0.9993,0.4926
USDC,1.0003,687683922.0,687890227.1766,2371,1030781459947.7,0,0,120000000,0,1.0003,1.0003,0.4926
USDP,1.0,37528.0,37528.0,1371,4255728190.58,0,0,120000000,0,1.0,1.0,0.4926
USDS,0.9968,3817.02,3804.8055,491,41848858.35,9870453588.433462,5458454,120000000,9867781057,0.9968,0.9968,0.4926
USTC,0.0058,143736702.0,835110.2386,990,363250328049.0,0,0,120000000,0,0.0058,0.0058,0.4926
USUAL,0.0258,59207585.1,1527555.6956,370,36587514312.5,1558481041.444275,17280502,120000000,40556210,0.0258,0.0258,0.4926
UTK,0.0158,15752081.0,248252.7966,1879,43940367156.6,0,0,120000000,0,0.0158,0.0158,0.4926
VANA,2.656,170712.3,453411.8688,343,506375972.42,30800000.0,3697182,120000000,87874495,2.656,2.656,0.4926
VANRY,0.0109,151193843.0,1648012.8887,724,68564944901.0,0,0,120000000,0,0.0109,0.0109,0.4926
VET,0.0131,122801281.6,1608696.789,2679,2327055482909.2,0,0,120000000,0,0.0131,0.0131,0.4926
VGX,0.018,37634406.4,677419.3152,1009,27420164933.2,0,0,120000000,0,0.018,0.018,0.4926
VIC,0.1101,1697682.99,186914.8972,731,5133327887.35,0,0,120000000,0,0.1101,0.1101,0.4926
VIDT,0.0011,162556670.0,186940.1705,1308,121323195420.3,0,0,120000000,0,0.0011,0.0011,0.4926
VIRTUAL,0.9066,12861421.5,11660164.7319,227,5552360757.5,0,0,120000000,0,0.9066,0.9066,0.4926
VITE,0.0009,189374682.7,162862.2271,1901,150870469246.9,0,0,120000000,0,0.0009,0.0009,0.4926
VOXEL,0.0298,14021290.5,417834.4569,1441,30505662769.5,0,0,120000000,0,0.0298,0.0298,0.4926
VTHO,0.001,336168696.0,327764.4786,1956,1950842691364.0,0,0,120000000,0,0.001,0.001,0.4926
W,0.0462,48594297.4,2245056.5399,600,43434002341.9,1000000000.0,1819.24,120000000,64467,0.0462,0.0462,0.4926
WAL,0.1495,3631893.1,542968.0184,45,27550404658.0,0,0,120000000,0,0.1495,0.1495,0.4926
WAN,0.0673,2900803.0,195224.0419,2281,8762633662.58,0,0,120000000,0,0.0673,0.0673,0.4926
WAVES,1.076,854905.34,919878.1458,1978,6063821435.748,100000000.0,9679596,120000000,71568314,1.076,1.076,0.4926
WAXP,0.0098,36363210.0,355995.8259,1554,63300872171.0,0,0,120000000,0,0.0098,0.0098,0.4926
WCT,0.1158,35291968.1,4086809.906,223,8384820170.7,0,0,120000000,0,0.1158,0.1158,0.4926
WIF,0.341,36945927.02,12598561.1138,629,49449976269.64,0,0,120000000,0,0.341,0.341,0.4926
WIN,0.0,3935664371.0,126649.6795,2307,83182154140304.0,0,0,120000000,0,0.0,0.0,0.8283
